data_files,lat,long,dis,name,lat_soil,lon_soil
147.725_-27.225.met,-27.225,147.725,0.374301217,Soil_110.txt,-26.60491,148.46217
148.225_-26.225.met,-26.225,148.225,0.396951217,Soil_110.txt,-26.60491,148.46217
148.225_-26.725.met,-26.725,148.225,0.017041217,Soil_110.txt,-26.60491,148.46217
148.725_-26.725.met,-26.725,148.725,0.01423826,Soil_113.txt,-26.5722765,148.9058947
148.725_-26.225.met,-26.225,148.725,0.167046357,Soil_114.txt,-26.3431257,149.1525664
149.225_-26.225.met,-26.225,149.225,0.239479957,Soil_114.txt,-26.3431257,149.1525664
149.225_-26.725.met,-26.725,149.225,0.121354257,Soil_114.txt,-26.3431257,149.1525664
149.725_-26.225.met,-26.225,149.725,0.134632586,Soil_114.txt,-26.2744333,150.1870667
149.725_-26.725.met,-26.725,149.725,0.085199286,Soil_114.txt,-26.2744333,150.1870667
150.225_-26.225.met,-26.225,150.225,0.172565886,Soil_114.txt,-26.2744333,150.1870667
148.225_-27.225.met,-27.225,148.225,0.085961845,Soil_115.txt,-26.72268,148.62432
148.725_-27.725.met,-27.725,148.725,0.063653625,Soil_117.txt,-27.226468,149.018422
148.725_-27.225.met,-27.225,148.725,0.007977863,Soil_119.txt,-27.063308,148.9616
149.725_-24.725.met,-24.725,149.725,0.029921,Soil_121.txt,-24.42,150.139
150.225_-24.225.met,-24.225,150.225,0.044017,Soil_124.txt,-24.179,150.426
150.725_-24.225.met,-24.225,150.725,0.343017,Soil_124.txt,-24.179,150.426
151.225_-24.725.met,-24.725,151.225,0.331177058,Soil_124.txt,-24.646552,152.024315
150.225_-23.725.met,-23.725,150.225,0.494474,Soil_125.txt,-24.17,150.368
149.225_-25.225.met,-25.225,149.225,0.420209,Soil_127.txt,-24.803,150.1
149.225_-25.725.met,-25.725,149.225,0.842209,Soil_127.txt,-24.803,150.1
149.725_-25.225.met,-25.225,149.725,0.045209,Soil_127.txt,-24.803,150.1
149.725_-25.725.met,-25.725,149.725,0.467209,Soil_127.txt,-24.803,150.1
150.225_-25.725.met,-25.725,150.225,0.592209,Soil_127.txt,-24.803,150.1
150.225_-24.725.met,-24.725,150.225,0.064224042,Soil_128.txt,-24.23232,150.40199
150.725_-24.725.met,-24.725,150.725,0.387234042,Soil_128.txt,-24.23232,150.40199
150.225_-25.225.met,-25.225,150.225,0.153079723,Soil_129.txt,-24.76555,150.14453
149.225_-23.225.met,-23.225,149.225,0.664847287,Soil_130.txt,-23.738524,149.761144
149.225_-23.725.met,-23.725,149.225,0.151323287,Soil_130.txt,-23.738524,149.761144
149.725_-23.225.met,-23.225,149.725,0.628703287,Soil_130.txt,-23.738524,149.761144
149.725_-23.725.met,-23.725,149.725,0.115179287,Soil_130.txt,-23.738524,149.761144
147.225_-23.225.met,-23.225,147.225,0.106445,Soil_131.txt,-22.962,147.801
147.225_-23.725.met,-23.725,147.225,0.369445,Soil_131.txt,-22.962,147.801
147.725_-23.225.met,-23.225,147.725,0.030445,Soil_131.txt,-22.962,147.801
147.725_-25.725.met,-25.725,147.725,1.346965,Soil_133.txt,-24.716,148.853
148.225_-25.225.met,-25.225,148.225,0.209965,Soil_133.txt,-24.716,148.853
148.225_-25.725.met,-25.725,148.225,0.718965,Soil_133.txt,-24.716,148.853
148.725_-25.225.met,-25.225,148.725,0.081965,Soil_133.txt,-24.716,148.853
148.725_-25.725.met,-25.725,148.725,0.590965,Soil_133.txt,-24.716,148.853
147.725_-23.725.met,-23.725,147.725,0.024012722,Soil_134.txt,-23.5211083,148.1229417
148.225_-23.725.met,-23.725,148.225,0.126071022,Soil_134.txt,-23.5211083,148.1229417
146.225_-22.225.met,-22.225,146.225,1.639883711,Soil_135.txt,-22.652511,147.561675
146.725_-22.725.met,-22.725,146.725,0.375697711,Soil_135.txt,-22.652511,147.561675
147.225_-22.725.met,-22.725,147.225,0.039022711,Soil_135.txt,-22.652511,147.561675
148.725_-24.725.met,-24.725,148.725,0.072001644,Soil_136.txt,-24.5349,148.71344
147.725_-24.725.met,-24.725,147.725,0.231121076,Soil_137.txt,-24.27362,148.41154
147.725_-25.225.met,-25.225,147.725,0.682501076,Soil_137.txt,-24.27362,148.41154
148.225_-24.725.met,-24.725,148.225,0.044581076,Soil_137.txt,-24.27362,148.41154
149.225_-24.225.met,-24.225,149.225,0.137301189,Soil_138.txt,-24.188448,149.777888
149.225_-24.725.met,-24.725,149.225,0.173853189,Soil_138.txt,-24.188448,149.777888
149.725_-24.225.met,-24.225,149.725,0.084413189,Soil_138.txt,-24.188448,149.777888
147.225_-24.225.met,-24.225,147.225,0.421955569,Soil_140.txt,-23.904089,148.120699
147.225_-24.725.met,-24.725,147.225,0.742866569,Soil_140.txt,-23.904089,148.120699
147.725_-24.225.met,-24.225,147.725,0.026256569,Soil_140.txt,-23.904089,148.120699
148.225_-24.225.met,-24.225,148.225,0.023227134,Soil_142.txt,-23.845713,148.394303
148.725_-23.725.met,-23.725,148.725,0.474637134,Soil_142.txt,-23.845713,148.394303
148.725_-24.225.met,-24.225,148.725,0.353924134,Soil_142.txt,-23.845713,148.394303
148.225_-22.225.met,-22.225,148.225,0.282073295,Soil_143.txt,-22.480976,148.636436
148.225_-22.725.met,-22.725,148.225,0.026097295,Soil_143.txt,-22.480976,148.636436
148.725_-23.225.met,-23.225,148.725,0.355544038,Soil_144.txt,-22.479112,148.643882
148.225_-23.225.met,-23.225,148.225,0.1968839,Soil_146.txt,-23.2321,148.11336
146.225_-21.725.met,-21.725,146.225,2.396570695,Soil_135.txt,-22.38117,147.73016
146.725_-21.725.met,-21.725,146.725,1.391410695,Soil_135.txt,-22.38117,147.73016
146.725_-22.225.met,-22.225,146.725,0.735240695,Soil_135.txt,-22.38117,147.73016
147.225_-21.725.met,-21.725,147.225,0.886250695,Soil_135.txt,-22.38117,147.73016
147.225_-22.225.met,-22.225,147.225,0.230080695,Soil_135.txt,-22.38117,147.73016
147.725_-21.725.met,-21.725,147.725,0.881090694,Soil_143.txt,-22.38117,147.73016
147.725_-22.225.met,-22.225,147.725,0.224920694,Soil_135.txt,-22.38117,147.73016
147.725_-22.725.met,-22.725,147.725,0.068750694,Soil_135.txt,-22.38117,147.73016
151.725_-27.225.met,-27.225,151.725,0.18413,Soil_154.txt,-26.688,151.656
116.225_-30.225.met,-30.225,116.225,0.006661,Soil_181.txt,-29.985,116.556
115.225_-29.725.met,-29.725,115.225,0.022381,Soil_183.txt,-29.334,115.425
117.225_-29.725.met,-29.725,117.225,0.466397,Soil_186.txt,-30.104,117.209
117.225_-30.225.met,-30.225,117.225,0.087397,Soil_186.txt,-30.104,117.209
150.225_-27.225.met,-27.225,150.225,0.019764,Soil_21.txt,-26.867,150.565
115.225_-29.225.met,-29.225,115.225,0.005597,Soil_214.txt,-28.986,115.549
115.225_-28.725.met,-28.725,115.225,0.01069,Soil_221.txt,-28.372,115.466
114.225_-27.225.met,-27.225,114.225,0.663317,Soil_223.txt,-27.766,114.669
114.225_-27.725.met,-27.725,114.225,0.122317,Soil_223.txt,-27.766,114.669
114.225_-28.225.met,-28.225,114.225,0.081317,Soil_223.txt,-27.766,114.669
114.725_-27.225.met,-27.225,114.725,0.719317,Soil_223.txt,-27.766,114.669
114.725_-27.725.met,-27.725,114.725,0.178317,Soil_223.txt,-27.766,114.669
116.225_-29.725.met,-29.725,116.225,0.032708,Soil_226.txt,-29.443,116.297
114.725_-28.725.met,-28.725,114.725,0.022633,Soil_230.txt,-28.327,115.002
115.725_-29.725.met,-29.725,115.725,0.00896385,Soil_233.txt,-29.5657208,115.9479152
115.725_-28.725.met,-28.725,115.725,0.033409799,Soil_241.txt,-28.543432,115.80551
116.225_-28.725.met,-28.725,116.225,0.452899799,Soil_241.txt,-28.543432,115.80551
150.225_-26.725.met,-26.725,150.225,0.119066,Soil_25.txt,-26.696,150.74
114.725_-28.225.met,-28.225,114.725,0.005618407,Soil_253.txt,-27.921787,115.02779
115.225_-27.725.met,-27.725,115.225,0.399615407,Soil_253.txt,-27.921787,115.02779
115.725_-30.725.met,-30.725,115.725,0.014642733,Soil_255.txt,-30.508516,115.858727
115.225_-30.725.met,-30.725,115.225,0.021115613,Soil_256.txt,-30.36747,115.572739
115.225_-30.225.met,-30.225,115.225,0.146115088,Soil_257.txt,-30.349417,115.551987
116.725_-29.725.met,-29.725,116.725,0.391405384,Soil_262.txt,-30.0921111,116.8721444
116.725_-30.225.met,-30.225,116.725,0.024294284,Soil_262.txt,-30.0921111,116.8721444
115.225_-28.225.met,-28.225,115.225,0.065274101,Soil_264.txt,-28.135053,115.674141
115.725_-28.225.met,-28.225,115.725,0.116133101,Soil_264.txt,-28.135053,115.674141
117.225_-31.225.met,-31.225,117.225,0.129749423,Soil_269.txt,-31.171651,117.173209
151.725_-28.225.met,-28.225,151.725,0.027904,Soil_27.txt,-28.135,151.927
115.725_-30.225.met,-30.225,115.725,0.08185317,Soil_270.txt,-30.228174,116.108252
116.225_-31.725.met,-31.725,116.225,0.292335078,Soil_271.txt,-31.287227,116.982027
116.725_-31.725.met,-31.725,116.725,0.035308078,Soil_271.txt,-31.287227,116.982027
116.225_-29.225.met,-29.225,116.225,0.249773,Soil_275.txt,-29.442,116.297
116.725_-29.225.met,-29.225,116.725,0.677773,Soil_275.txt,-29.442,116.297
115.725_-29.225.met,-29.225,115.725,0.022369,Soil_278.txt,-29.035,115.838
116.225_-31.225.met,-31.225,116.225,0.062794,Soil_285.txt,-30.888,116.71
151.725_-28.725.met,-28.725,151.725,0.091501,Soil_29.txt,-28.2,152.101
152.225_-28.225.met,-28.225,152.225,0.190501,Soil_29.txt,-28.2,152.101
118.225_-29.725.met,-29.725,118.225,1.134005,Soil_290.txt,-30.533,118.354
118.225_-30.225.met,-30.225,118.225,0.326005,Soil_290.txt,-30.533,118.354
118.225_-30.725.met,-30.725,118.225,0.018005,Soil_290.txt,-30.533,118.354
118.725_-29.725.met,-29.725,118.725,1.505005,Soil_290.txt,-30.533,118.354
118.725_-30.225.met,-30.225,118.725,0.697005,Soil_290.txt,-30.533,118.354
118.725_-30.725.met,-30.725,118.725,0.389005,Soil_290.txt,-30.533,118.354
119.225_-30.225.met,-30.225,119.225,1.568005,Soil_290.txt,-30.533,118.354
117.725_-31.725.met,-31.725,117.725,0.008685,Soil_293.txt,-31.481,117.882
116.225_-30.725.met,-30.725,116.225,0.069745,Soil_294.txt,-30.279,116.652
116.725_-30.725.met,-30.725,116.725,0.142745,Soil_294.txt,-30.279,116.652
117.225_-32.225.met,-32.225,117.225,0.045928,Soil_298.txt,-31.893,117.277
117.725_-32.225.met,-32.225,117.725,0.108954,Soil_302.txt,-31.648,117.93
117.225_-31.725.met,-31.725,117.225,0.053685,Soil_305.txt,-31.457,117.244
116.725_-31.225.met,-31.225,116.725,0.010485,Soil_306.txt,-30.888,116.921
150.725_-28.225.met,-28.225,150.725,0.03842,Soil_31.txt,-28.003,151.169
151.225_-28.725.met,-28.725,151.225,0.298165,Soil_31.txt,-28.153,151.916
117.725_-32.725.met,-32.725,117.725,0.019586266,Soil_310.txt,-32.3507,117.91069
118.725_-31.225.met,-31.225,118.725,0.06612251,Soil_315.txt,-31.231717,118.960205
118.725_-31.725.met,-31.725,118.725,0.034305664,Soil_316.txt,-31.289831,118.970745
118.725_-32.225.met,-32.225,118.725,0.469474664,Soil_316.txt,-31.289831,118.970745
117.225_-30.725.met,-30.725,117.225,0.119316826,Soil_317.txt,-30.367055,117.803123
117.725_-29.725.met,-29.725,117.725,0.815779653,Soil_318.txt,-30.361785,117.803559
117.725_-30.225.met,-30.225,117.725,0.178994653,Soil_318.txt,-30.361785,117.803559
117.725_-31.225.met,-31.225,117.725,0.008132577,Soil_320.txt,-31.059574,117.943698
117.225_-32.725.met,-32.725,117.225,0.018670719,Soil_324.txt,-32.512926,117.343728
116.725_-32.725.met,-32.725,116.725,0.107374807,Soil_326.txt,-32.73667,117.17224
116.225_-32.225.met,-32.225,116.225,0.178906865,Soil_327.txt,-32.118341,116.872945
116.725_-32.225.met,-32.225,116.725,0.030040508,Soil_328.txt,-32.117356,116.87613
148.725_-28.725.met,-28.725,148.725,0.01625,Soil_33.txt,-28.602,148.986
118.225_-31.725.met,-31.725,118.225,0.013760121,Soil_339.txt,-31.530155,118.371472
118.225_-32.225.met,-32.225,118.225,0.208605121,Soil_339.txt,-31.530155,118.371472
117.725_-33.725.met,-33.725,117.725,0.007018,Soil_340.txt,-33.442,118.052
118.225_-33.725.met,-33.725,118.225,0.082666,Soil_342.txt,-33.296,118.7
118.725_-33.725.met,-33.725,118.725,0.107666,Soil_342.txt,-33.296,118.7
119.725_-33.725.met,-33.725,119.725,0.080154,Soil_347.txt,-33.598,120.23
120.225_-33.725.met,-33.725,120.225,0.075154,Soil_347.txt,-33.598,120.23
121.725_-33.725.met,-33.725,121.725,0.015754,Soil_350.txt,-33.598,122
123.225_-33.225.met,-33.225,123.225,0.637651173,Soil_353.txt,-33.59285,122.969122
123.225_-33.725.met,-33.725,123.225,0.269801173,Soil_353.txt,-33.59285,122.969122
123.725_-33.225.met,-33.225,123.725,1.393529173,Soil_353.txt,-33.59285,122.969122
123.725_-33.725.met,-33.725,123.725,1.025679173,Soil_353.txt,-33.59285,122.969122
118.725_-34.225.met,-34.225,118.725,0.082666,Soil_361.txt,-33.796,119.2
119.225_-33.725.met,-33.725,119.225,0.178666,Soil_361.txt,-33.796,119.2
119.225_-34.225.met,-34.225,119.225,0.107666,Soil_361.txt,-33.796,119.2
120.725_-33.725.met,-33.725,120.725,0.029492,Soil_363.txt,-33.431,121.141
119.725_-33.225.met,-33.225,119.725,0.085618,Soil_368.txt,-33.218,119.812
118.225_-34.225.met,-34.225,118.225,0.124466,Soil_370.txt,-34.196,118.2
120.725_-32.725.met,-32.725,120.725,0.69589,Soil_371.txt,-32.976,121.642
121.225_-32.725.met,-32.725,121.225,0.27889,Soil_371.txt,-32.976,121.642
121.225_-33.225.met,-33.225,121.225,0.02789,Soil_371.txt,-32.976,121.642
121.225_-33.725.met,-33.725,121.225,0.021153218,Soil_372.txt,-33.34660519,121.5433227
121.725_-32.725.met,-32.725,121.725,0.325436203,Soil_376.txt,-33.04427134,121.938036
121.725_-33.225.met,-33.225,121.725,0.006164858,Soil_376.txt,-33.04427134,121.938036
122.225_-32.725.met,-32.725,122.225,0.612183671,Soil_377.txt,-33.04511046,121.939129
